ID,text,pos,neg,PRP$,VBG,VBD,VB,POS,'',VBP,WDT,JJ,WP,VBZ,DT,RP,NN,FW,",",.,TO,PRP,RB,-LRB-,:,NNS,NNP,``,WRB,CC,PDT,RBS,RBR,VBN,EX,IN,WP$,AUX,CD,MD,NNPS,AUXG,-RRB-,JJS,JJR,UH,label,direction,tense,overall_polarity,event_polarity,action_polarity
11,"""Eh!"" thought he, ""what a stupid blockhead I am!",0.0,0.125,0.0,0.0,0.0625,0.0,0.0,0.125,0.0,0.0,0.0625,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.0625,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,2,self,past,negative,negative,negative
12,"When the bear heard the music, he could not help beginning to dance, and when he had danced a while, the thing pleased him so well that he said to the little tailor, ""Hark you, is the fiddle heavy?""",0.0212765957447,0.0,0.0,0.0212765957447,0.063829787234,0.0425531914894,0.0,0.0212765957447,0.0,0.0,0.0425531914894,0.0,0.0,0.127659574468,0.0,0.127659574468,0.0,0.106382978723,0.0212765957447,0.0425531914894,0.106382978723,0.063829787234,0.0,0.0,0.0,0.0212765957447,0.0212765957447,0.0425531914894,0.0212765957447,0.0,0.0,0.0,0.0212765957447,0.0,0.0212765957447,0.0,0.0425531914894,0.0,0.0212765957447,0.0,0.0,0.0,0.0,0.0,0.0,4,other,past,positive,neut,neut
13,"Then a vise was brought, and the bear put his claws in it, and the little tailor screwed it tight, and said, ""Now wait until I come with the scissors,"" and he let the bear growl as he liked, and lay down in the corner on a bundle of straw, and fell asleep.",0.015873015873,0.031746031746,0.015873015873,0.0,0.0952380952381,0.015873015873,0.0,0.015873015873,0.015873015873,0.0,0.031746031746,0.0,0.0,0.111111111111,0.015873015873,0.126984126984,0.0,0.111111111111,0.015873015873,0.0,0.0793650793651,0.047619047619,0.0,0.0,0.031746031746,0.0,0.015873015873,0.0,0.0952380952381,0.0,0.0,0.0,0.031746031746,0.0,0.111111111111,0.0,0.015873015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,self,past,negative,neut,neut
14,The bear in great fury ran after the carriage.,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,other,na,positive,na,neut
15,"The princess heard him snorting and growling; she was terrified, and she cried, ""Ah, the bear is behind us and wants to get thee!""",0.0,0.0645161290323,0.0,0.0645161290323,0.0645161290323,0.0322580645161,0.0,0.0322580645161,0.0,0.0,0.0,0.0,0.0322580645161,0.0645161290323,0.0,0.0645161290323,0.0,0.0967741935484,0.0322580645161,0.0322580645161,0.129032258065,0.0,0.0,0.0322580645161,0.0,0.0322580645161,0.0322580645161,0.0,0.0967741935484,0.0,0.0,0.0,0.0322580645161,0.0,0.0322580645161,0.0,0.0645161290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0322580645161,3,other,present,negative,neut,negative
16,"The tailor drove quietly to church, and the princess was married to him at once, and he lived with her as happy as a woodlark.",0.0357142857143,0.0,0.0,0.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0357142857143,0.0,0.0,0.107142857143,0.0,0.107142857143,0.0,0.0714285714286,0.0357142857143,0.0714285714286,0.107142857143,0.107142857143,0.0,0.0,0.0,0.0357142857143,0.0,0.0,0.0714285714286,0.0,0.0,0.0,0.0357142857143,0.0,0.107142857143,0.0,0.0357142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,other,na,positive,na,positive
17,"They walked the whole day over meadows, fields, and stony places; and when it rained the little sister said, ""Heaven and our hearts are weeping together.""",0.0,0.030303030303,0.030303030303,0.030303030303,0.0909090909091,0.0,0.0,0.030303030303,0.0,0.0,0.0606060606061,0.0,0.0,0.0606060606061,0.0,0.121212121212,0.0,0.0909090909091,0.030303030303,0.0,0.0606060606061,0.030303030303,0.0,0.030303030303,0.121212121212,0.0,0.030303030303,0.030303030303,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.030303030303,0.0,0.030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,other,na,negative,na,negative
18,"In the evening they came to a large forest, and they were so weary with sorrow and hunger and the long walk, that they lay down in a hollow tree and fell asleep.",0.0,0.111111111111,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0277777777778,0.138888888889,0.0,0.0,0.111111111111,0.0277777777778,0.166666666667,0.0,0.0555555555556,0.0277777777778,0.0277777777778,0.0833333333333,0.0277777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0277777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,other,na,negative,na,negative
19,"And now the sister wept over her poor bewitched brother, and the little roe wept also, and sat sorrowfully near to her.",0.0,0.2,0.04,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.08,0.0,0.08,0.04,0.04,0.04,0.12,0.0,0.0,0.0,0.04,0.0,0.0,0.12,0.0,0.0,0.0,0.04,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,other,na,negative,na,negative
20,"The little sister, however, was dreadfully frightened when she saw that her fawn was hurt.",0.0,0.111111111111,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0555555555556,0.0,0.0555555555556,0.0,0.111111111111,0.0555555555556,0.0,0.111111111111,0.111111111111,0.0,0.0,0.0,0.0555555555556,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.0555555555556,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,other,na,negative,na,negative
21,"The maiden was frightened when she saw, not her little roe, but a man come in who wore a golden crown upon his head.",0.037037037037,0.0,0.0740740740741,0.0,0.0740740740741,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.037037037037,0.0,0.111111111111,0.0,0.148148148148,0.0,0.0740740740741,0.037037037037,0.0,0.037037037037,0.037037037037,0.0,0.0,0.0,0.037037037037,0.0,0.037037037037,0.037037037037,0.0,0.0,0.0,0.037037037037,0.0,0.0740740740741,0.0,0.037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,other,past,positive,positive,positive
22,"Now when she heard that they were so happy, and so well off, envy and hatred rose in her heart and left her no peace, and she thought of nothing but how she could bring them again to misfortune.",0.093023255814,0.046511627907,0.0232558139535,0.0,0.093023255814,0.0232558139535,0.0,0.0,0.0,0.0,0.0232558139535,0.0,0.0,0.0232558139535,0.0,0.139534883721,0.0,0.0697674418605,0.0232558139535,0.0232558139535,0.139534883721,0.139534883721,0.0,0.0,0.0,0.0,0.0,0.046511627907,0.116279069767,0.0,0.0,0.0,0.0,0.0,0.0697674418605,0.0,0.0232558139535,0.0,0.0232558139535,0.0,0.0,0.0,0.0,0.0,0.0,2,other,present,positive,neut,positive
23,"The King said, ""Ah, heavens! what is this?",0.0714285714286,0.0,0.0,0.0,0.0714285714286,0.0,0.0,0.0714285714286,0.0,0.0,0.0,0.0714285714286,0.0,0.142857142857,0.0,0.0,0.0,0.142857142857,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0714285714286,0.0714285714286,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714286,7,other,na,positive,na,positive
24,"""Good heavens!"" said the girl, ""no strawberries grow in winter!",0.0588235294118,0.0,0.0,0.0,0.0588235294118,0.0,0.0,0.117647058824,0.0588235294118,0.0,0.0588235294118,0.0,0.0,0.117647058824,0.0,0.117647058824,0.0,0.0588235294118,0.117647058824,0.0,0.0,0.0,0.0,0.0,0.117647058824,0.0,0.117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,other,past,positive,neut,neut
25,"In her joy she hastily gathered her basket full, thanked the little men, shook hands with each of them, and ran home to take her step-mother what she had longed for so much.",0.0540540540541,0.0540540540541,0.0810810810811,0.0,0.108108108108,0.027027027027,0.0,0.0,0.0,0.0,0.0540540540541,0.027027027027,0.0,0.0540540540541,0.0,0.135135135135,0.0,0.0810810810811,0.027027027027,0.027027027027,0.0810810810811,0.0810810810811,0.0,0.0,0.027027027027,0.0,0.0,0.0,0.027027027027,0.0,0.0,0.0,0.027027027027,0.0,0.108108108108,0.0,0.027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,other,present,positive,neut,positive
26,"""Now look at her arrogance,"" cried the step-sister, ""to throw about gold in that way!"" but she was secretly envious of it, and wanted to go into the forest also to seek strawberries.",0.047619047619,0.047619047619,0.0238095238095,0.0,0.047619047619,0.0714285714286,0.0,0.047619047619,0.0238095238095,0.0,0.0238095238095,0.0,0.0,0.0714285714286,0.0,0.119047619048,0.0,0.0714285714286,0.047619047619,0.0714285714286,0.047619047619,0.0714285714286,0.0,0.0,0.0238095238095,0.0,0.047619047619,0.0,0.047619047619,0.0,0.0,0.0,0.0,0.0,0.119047619048,0.0,0.0238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,other,present,positive,neut,positive
27,"""Humph!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,other,na,neut,na,na
28,"The maiden looked for strawberries outside, but as she found none, she went angrily home.",0.0,0.0555555555556,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.166666666667,0.0,0.111111111111,0.0555555555556,0.0,0.111111111111,0.111111111111,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,other,past,negative,neut,neut
29,"Then the step-mother was still more enraged, and thought of nothing but how to do every possible injury to the man""s daughter, whose beauty, however, grew daily greater.",0.0588235294118,0.0588235294118,0.0,0.0,0.0588235294118,0.0,0.0294117647059,0.0,0.0,0.0,0.0588235294118,0.0,0.0,0.0882352941176,0.0,0.176470588235,0.0,0.117647058824,0.0294117647059,0.0588235294118,0.0,0.117647058824,0.0,0.0,0.0,0.0,0.0,0.0294117647059,0.0588235294118,0.0,0.0,0.0294117647059,0.0,0.0,0.0294117647059,0.0294117647059,0.0588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0294117647059,0.0,2,other,present,positive,positive,positive
30,"""Ah, yes, with all my heart,"" she answered, for she was glad to get away from the mother and sister.",0.037037037037,0.0,0.037037037037,0.0,0.037037037037,0.037037037037,0.0,0.037037037037,0.0,0.0,0.037037037037,0.0,0.0,0.037037037037,0.0,0.111111111111,0.0,0.148148148148,0.037037037037,0.037037037037,0.0740740740741,0.037037037037,0.0,0.0,0.0,0.0,0.037037037037,0.0,0.037037037037,0.037037037037,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0740740740741,4,other,na,positive,na,positive
31,"Thereupon the King was full of great joy, but he kept the Queen hidden in a chamber until the Sunday, when the baby was to be christened.",0.0666666666667,0.0,0.0,0.0,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.0,0.166666666667,0.0,0.133333333333,0.0,0.0666666666667,0.0333333333333,0.0333333333333,0.0333333333333,0.0,0.0,0.0,0.0,0.1,0.0,0.0333333333333,0.0333333333333,0.0,0.0,0.0,0.0666666666667,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,other,na,positive,na,neut
32,"Night fell, and nothing was left for him to do, but to seek a bed in this painful solitude.",0.0,0.0909090909091,0.0,0.0,0.0454545454545,0.0454545454545,0.0,0.0,0.0,0.0,0.0454545454545,0.0,0.0,0.0909090909091,0.0,0.181818181818,0.0,0.0909090909091,0.0454545454545,0.0909090909091,0.0454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0,0.0,0.0454545454545,0.0,0.0909090909091,0.0,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,other,present,negative,negative,negative
33,"He might certainly have found a good bed on the soft moss, but the fear of wild beasts let him have no rest there, and at last he was forced to make up his mind to spend the night in a tree.",0.0444444444444,0.0444444444444,0.0222222222222,0.0,0.0222222222222,0.0444444444444,0.0,0.0,0.0,0.0,0.0888888888889,0.0,0.0,0.133333333333,0.0222222222222,0.133333333333,0.0,0.0444444444444,0.0222222222222,0.0444444444444,0.0666666666667,0.0444444444444,0.0,0.0,0.0222222222222,0.0222222222222,0.0,0.0,0.0444444444444,0.0,0.0,0.0,0.0444444444444,0.0,0.0888888888889,0.0,0.0666666666667,0.0,0.0222222222222,0.0,0.0,0.0,0.0,0.0,0.0,3,other,present,positive,neut,positive
34,"""Who are you, and what do you want?"" asked the man in a grumbling voice.",0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.05,0.1,0.0,0.1,0.0,0.1,0.0,0.05,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,other,present,neut,neut,neut
35,"""Go your way,"" replied the old man in a surly voice, ""I will have nothing to do with runagates; seek for yourself a shelter elsewhere.""",0.0,0.0,0.030303030303,0.0,0.030303030303,0.0606060606061,0.0,0.0606060606061,0.0,0.0,0.0606060606061,0.0,0.0,0.0909090909091,0.0,0.151515151515,0.0,0.0606060606061,0.030303030303,0.030303030303,0.0606060606061,0.030303030303,0.0,0.030303030303,0.030303030303,0.0,0.0606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.0,0.0606060606061,0.0,0.030303030303,0.0,0.0,0.0,0.0,0.0,0.0,2,self,present,neut,neut,neut
36,"The tailor, who had watched the fight with astonishment, was still standing there motionless, when the stag in full career bounded up to him, and before he could escape, caught him up on his great horns.",0.047619047619,0.0238095238095,0.0238095238095,0.0238095238095,0.047619047619,0.0238095238095,0.0,0.0,0.0,0.0,0.047619047619,0.0238095238095,0.0,0.0714285714286,0.047619047619,0.142857142857,0.0,0.119047619048,0.0238095238095,0.0238095238095,0.0714285714286,0.047619047619,0.0,0.0,0.0238095238095,0.0,0.0,0.0238095238095,0.0238095238095,0.0,0.0,0.0,0.0238095238095,0.0,0.0952380952381,0.0,0.047619047619,0.0,0.0238095238095,0.0,0.0,0.0,0.0,0.0,0.0,7,other,present,positive,neut,positive
37,"The tailor was looking at the beauty with beating heart, when she suddenly opened her eyes, and started up at the sight of him in joyful terror.",0.0666666666667,0.0333333333333,0.0333333333333,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0,0.1,0.0333333333333,0.166666666667,0.0,0.0666666666667,0.0333333333333,0.0,0.0666666666667,0.0333333333333,0.0,0.0,0.0333333333333,0.0,0.0,0.0333333333333,0.0333333333333,0.0,0.0,0.0,0.0666666666667,0.0,0.166666666667,0.0,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,other,past,positive,neut,positive
38,"We loved each other so tenderly, and were so alike in our way of thinking and our inclinations, that we both embraced the resolution never to marry, but to stay together to the end of our lives.",0.0487804878049,0.0,0.0731707317073,0.0,0.0487804878049,0.0487804878049,0.0,0.0,0.0,0.0,0.0243902439024,0.0,0.0,0.0975609756098,0.0,0.0975609756098,0.0,0.0731707317073,0.0243902439024,0.0731707317073,0.0487804878049,0.146341463415,0.0,0.0,0.0487804878049,0.0,0.0,0.0,0.0731707317073,0.0,0.0,0.0,0.0,0.0,0.0975609756098,0.0,0.0243902439024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,self,past,positive,neut,positive
39,"As I could not conceive from whence it came, I wanted to summon my waiting-maid who slept in the next room, but to my astonishment I found that speech was taken away from me by an unknown force.",0.0243902439024,0.0243902439024,0.0487804878049,0.0,0.0975609756098,0.0487804878049,0.0,0.0,0.0,0.0,0.0487804878049,0.0243902439024,0.0,0.0487804878049,0.0,0.146341463415,0.0,0.0487804878049,0.0243902439024,0.0487804878049,0.121951219512,0.0487804878049,0.0,0.0,0.0,0.0,0.0,0.0,0.0243902439024,0.0,0.0,0.0,0.0243902439024,0.0,0.146341463415,0.0,0.0243902439024,0.0,0.0243902439024,0.0,0.0,0.0,0.0,0.0,0.0,7,self,present,positive,neut,neut
40,"My repugnance to his magic arts was, however, so great, that I vouchsafed him no answer.",0.15,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.1,0.0,0.15,0.05,0.05,0.1,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,self,na,positive,na,positive
41,"I asked him where he had left my brother, and how he had come by this stag, out of whose great eyes I saw tears flowing.",0.0344827586207,0.0,0.0344827586207,0.0344827586207,0.0689655172414,0.0,0.0,0.0,0.0,0.0,0.0344827586207,0.0,0.0,0.0344827586207,0.0,0.0689655172414,0.0,0.0689655172414,0.0344827586207,0.0,0.172413793103,0.0,0.0,0.0,0.0689655172414,0.0,0.0,0.0689655172414,0.0344827586207,0.0,0.0,0.0,0.0689655172414,0.0,0.103448275862,0.0344827586207,0.0689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,self,past,positive,neut,positive
42,"I fell into a great rage at this, pulled out a pistol and discharged it at the monster; but the ball rebounded from his breast and went into my horse""s head.",0.0285714285714,0.0857142857143,0.0571428571429,0.0,0.114285714286,0.0,0.0285714285714,0.0,0.0,0.0,0.0285714285714,0.0,0.0,0.142857142857,0.0285714285714,0.2,0.0,0.0285714285714,0.0285714285714,0.0,0.0571428571429,0.0,0.0,0.0285714285714,0.0,0.0,0.0,0.0,0.0857142857143,0.0,0.0,0.0,0.0285714285714,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,self,past,negative,neut,negative
43,"Amongst the visions which passed before my eyes, that was the most comforting in which a young man came and set me free, and when I opened my eyes to-day I saw thee, and beheld my dream fulfilled.",0.047619047619,0.0,0.0714285714286,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.047619047619,0.0952380952381,0.0,0.0,0.0952380952381,0.0,0.0714285714286,0.0,0.0714285714286,0.0238095238095,0.0,0.0714285714286,0.0,0.0,0.0,0.0714285714286,0.0,0.0,0.0238095238095,0.0714285714286,0.0,0.0238095238095,0.0,0.0238095238095,0.0,0.0714285714286,0.0,0.0238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,self,present,positive,positive,positive
44,"Her joy was still more increased when her brother, who had killed the magician in the form of the bull, came out of the forest towards them in his human form, and on the self-same day the maiden, in accordance with her promise, gave her hand at the altar to the lucky tailor.",0.0508474576271,0.0169491525424,0.0847457627119,0.0,0.0338983050847,0.0,0.0,0.0,0.0,0.0,0.0508474576271,0.0169491525424,0.0,0.135593220339,0.0169491525424,0.237288135593,0.0,0.0847457627119,0.0169491525424,0.0169491525424,0.0169491525424,0.0169491525424,0.0,0.0,0.0,0.0,0.0,0.0169491525424,0.0169491525424,0.0,0.0,0.0169491525424,0.0338983050847,0.0,0.152542372881,0.0,0.0338983050847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,other,past,positive,neut,neut
45,"So the father gave him his blessing, and with great sorrow took leave of him.",0.117647058824,0.0588235294118,0.0588235294118,0.0,0.117647058824,0.0,0.0,0.0,0.0,0.0,0.0588235294118,0.0,0.0,0.0588235294118,0.0,0.235294117647,0.0,0.0588235294118,0.0588235294118,0.0,0.117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294118,0.0,0.0,0.0,0.0,0.0,0.176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,other,past,positive,positive,positive
46,"""But dost thou know what thou must promise?"" said the King.",0.0666666666667,0.0,0.0,0.0,0.0666666666667,0.0666666666667,0.0,0.0666666666667,0.0666666666667,0.0,0.0,0.0666666666667,0.0,0.0666666666667,0.0,0.0666666666667,0.0,0.0,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0666666666667,0.0666666666667,0.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.0,0.0,0.0666666666667,0.0,0.0,7,other,present,positive,neut,positive
